elapsed_ms,rpm,current_val1,current_val2
10,0,0.05,0.05
204,0,,
405,0,,
606,0,,
806,0,,
1017,575,0.05,0.00
1205,750,,
1406,950,,
1606,900,,
1806,950,,
2012,1000,-0.39,-0.39
2206,925,,
2406,1000,,
2606,975,,
2806,1025,,
3012,975,-0.49,-0.44
3206,1050,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.44,-0.59
4206,1000,,
4406,1000,,
4606,975,,
4806,1050,,
5012,950,-0.49,-0.54
5206,1050,,
5406,975,,
5606,975,,
5806,1000,,
6012,1025,-0.54,-0.44
6206,950,,
6406,1050,,
6606,975,,
6806,1000,,
7012,1000,-0.54,-0.63
7206,1000,,
7406,975,,
7606,1025,,
7806,975,,
