elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
208,0,,
404,0,,
605,1325,,
806,1025,,
1012,900,-0.63,-0.49
1206,1025,,
1405,1000,,
1606,1000,,
1806,1025,,
2012,1000,-0.49,-0.44
2206,1000,,
2405,1000,,
2605,1025,,
2806,975,,
3011,1000,-0.54,-0.44
3206,1000,,
3406,975,,
3606,1025,,
3806,975,,
4012,1025,-0.54,-0.44
4205,975,,
4405,1025,,
4606,1025,,
4806,975,,
5012,1000,-0.54,-0.44
5209,975,,
5405,1025,,
5606,1000,,
5806,1000,,
6011,1025,-0.44,-0.49
6206,1000,,
6405,1025,,
6606,1000,,
6806,1025,,
