elapsed_ms,rpm,current_val1,current_val2
17,0,-0.10,0.05
204,0,,
404,475,,
604,1125,,
806,1000,,
1012,925,-0.24,-0.05
1206,1000,,
1405,975,,
1606,975,,
1806,1000,,
2012,1000,-0.54,-0.54
2206,1000,,
2406,975,,
2606,1025,,
2806,975,,
3012,1025,-0.49,-0.49
3206,975,,
3406,1025,,
3606,1000,,
3806,975,,
4012,1025,-0.54,-0.54
4206,975,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,1000,-0.54,-0.44
5206,1025,,
5406,1000,,
5606,1000,,
5806,1000,,
6012,1000,-0.59,-0.49
6206,1000,,
6406,1025,,
6606,975,,
6806,1000,,
