elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,225,,
604,1050,,
806,975,,
1011,950,-0.10,0.05
1206,975,,
1405,950,,
1605,975,,
1806,1000,,
2011,1000,-0.54,-0.44
2206,1025,,
2405,1000,,
2605,1000,,
2805,1025,,
3011,1000,-0.49,-0.54
3206,1025,,
3406,950,,
3606,1025,,
3806,1000,,
4011,1000,-0.54,-0.49
4206,975,,
4406,1025,,
4606,1000,,
4806,1025,,
5012,1025,-0.49,-0.54
5206,1000,,
5406,1000,,
5606,1000,,
5806,1025,,
6012,1000,-0.49,-0.49
6206,1000,,
6406,1000,,
6606,1025,,
6806,1000,,
