elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,0,,
404,100,,
604,1025,,
806,975,,
1011,950,-0.15,0.00
1206,975,,
1406,1000,,
1606,975,,
1806,975,,
2011,1000,-0.54,-0.49
2206,1000,,
2406,975,,
2606,1025,,
2809,1000,,
3011,975,-0.49,-0.49
3206,1000,,
3406,1000,,
3606,1000,,
3806,975,,
4011,1025,-0.59,-0.49
4206,975,,
4406,1025,,
4606,975,,
4806,1025,,
5012,975,-0.49,-0.54
5206,1000,,
5406,1000,,
5606,975,,
5806,1000,,
6012,1025,-0.49,-0.59
6206,1000,,
6406,1025,,
6606,975,,
6806,1000,,
