elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
405,0,,
606,500,,
806,1300,,
1012,1225,-0.39,-0.34
1205,1075,,
1405,1000,,
1606,975,,
1806,1000,,
2011,1000,-0.49,-0.49
2206,1000,,
2406,1000,,
2605,1000,,
2806,1000,,
3011,1000,-0.44,-0.59
3213,1000,,
3406,975,,
3606,1025,,
3806,1000,,
4012,1025,-0.54,-0.44
4206,975,,
4406,1000,,
4606,975,,
4806,1025,,
5012,975,-0.49,-0.49
5209,1025,,
5406,1025,,
5605,1000,,
5806,975,,
6012,1025,-0.54,-0.54
6206,975,,
6406,1025,,
6606,1000,,
6806,975,,
