elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,0,,
605,875,,
806,1275,,
1012,1150,-0.20,-0.10
1206,1025,,
1406,975,,
1606,1000,,
1806,975,,
2012,1000,-0.59,-0.59
2205,1000,,
2406,1000,,
2606,1000,,
2806,975,,
3011,1025,-0.54,-0.44
3205,1000,,
3406,1025,,
3606,1000,,
3806,975,,
4012,1000,-0.54,-0.44
4206,1025,,
4406,975,,
4606,1000,,
4806,1000,,
5015,1025,-0.54,-0.49
5206,975,,
5405,1000,,
5606,1025,,
5806,1000,,
6012,1000,-0.49,-0.63
6205,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
