elapsed_ms,rpm,current_val1,current_val2
12,0,-0.10,0.05
204,750,,
404,600,,
605,750,,
806,775,,
1012,850,-0.24,-0.20
1206,850,,
1406,875,,
1606,925,,
1806,925,,
2012,950,-0.44,-0.49
2206,950,,
2408,950,,
2606,975,,
2806,975,,
3012,975,-0.49,-0.44
3206,1000,,
3406,975,,
3606,1000,,
3806,1000,,
4012,1000,-0.44,-0.49
4206,1000,,
4411,1025,,
4606,1000,,
4806,1025,,
5012,950,-0.49,-0.49
5206,1025,,
5406,975,,
5606,1025,,
5806,1000,,
6012,1000,-0.49,-0.29
6206,1000,,
6406,1000,,
6606,1025,,
6806,1000,,
