elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,1050,,
404,575,,
605,850,,
806,975,,
1012,750,-0.10,0.05
1206,975,,
1406,900,,
1606,950,,
1811,950,,
2011,975,-0.63,-0.49
2206,1000,,
2406,1000,,
2606,975,,
2806,1000,,
3012,975,-0.49,-0.39
3206,1000,,
3406,975,,
3606,1000,,
3806,1000,,
4012,1025,-0.54,-0.44
4206,975,,
4406,1000,,
4606,1000,,
4806,1000,,
5011,1000,-0.54,-0.39
5206,1000,,
5406,975,,
5606,1025,,
5806,1000,,
6012,1000,-0.44,-0.44
6205,1025,,
6406,975,,
6606,1000,,
6811,1000,,
