elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,0,,
404,0,,
604,525,,
805,1325,,
1012,1350,-0.29,-0.20
1206,1125,,
1406,1000,,
1606,950,,
1805,950,,
2012,975,-0.59,-0.54
2206,1025,,
2406,1000,,
2610,1000,,
2805,1000,,
3011,1025,-0.49,-0.49
3206,975,,
3405,1000,,
3606,1000,,
3805,1025,,
4012,1000,-0.54,-0.59
4206,1000,,
4406,1000,,
4606,1000,,
4805,1025,,
5012,1000,-0.54,-0.49
5206,1000,,
5406,1000,,
5606,1000,,
5805,1000,,
6012,1000,-0.44,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6805,975,,
