elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,225,,
605,1100,,
805,1050,,
1011,975,-0.24,-0.15
1206,975,,
1406,975,,
1606,975,,
1806,1000,,
2012,1000,-0.54,-0.54
2205,975,,
2405,1025,,
2606,975,,
2806,1025,,
3012,1000,-0.54,-0.39
3206,1000,,
3406,1025,,
3606,1000,,
3805,1000,,
4011,975,-0.54,-0.49
4206,1025,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,1000,-0.49,-0.54
5206,1000,,
5406,1000,,
5606,1000,,
5806,1000,,
6012,1000,-0.59,-0.44
6207,1000,,
6406,975,,
6606,1025,,
6806,1000,,
