elapsed_ms,rpm,current_val1,current_val2
14,0,-0.10,0.05
204,700,,
405,700,,
605,725,,
806,900,,
1012,850,-0.29,-0.05
1206,925,,
1406,950,,
1606,950,,
1806,1000,,
2012,975,-0.49,-0.39
2206,1000,,
2406,975,,
2606,975,,
2806,1000,,
3012,1000,-0.54,-0.54
3206,1000,,
3406,1000,,
3615,1000,,
3806,1000,,
4012,1000,-0.54,-0.54
4206,975,,
4406,1025,,
4606,975,,
4806,1025,,
5013,975,-0.49,-0.49
5206,1000,,
5406,1000,,
5606,975,,
5806,1000,,
6012,1025,-0.49,-0.49
6206,1000,,
6406,975,,
6606,1025,,
6806,1000,,
