elapsed_ms,rpm,current_val1,current_val2
9,0,-0.15,0.05
204,0,,
404,100,,
606,950,,
806,950,,
1012,925,-0.44,-0.49
1206,975,,
1406,975,,
1606,975,,
1806,1000,,
2012,1025,-0.49,-0.54
2206,975,,
2406,1025,,
2606,950,,
2806,1000,,
3012,1025,-0.54,-0.34
3206,1000,,
3406,1000,,
3605,1000,,
3806,1000,,
4012,1000,-0.49,-0.54
4206,975,,
4406,1000,,
4609,975,,
4806,1025,,
5012,1000,-0.49,-0.49
5206,1000,,
5406,1000,,
5606,1000,,
5806,1000,,
6012,1000,-0.59,-0.44
6206,1000,,
6406,1000,,
6614,1000,,
6806,1000,,
