elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,675,,
405,650,,
606,625,,
806,850,,
1012,725,-0.24,-0.05
1206,900,,
1406,900,,
1606,925,,
1806,950,,
2012,950,-0.49,-0.44
2206,950,,
2406,975,,
2606,975,,
2806,1000,,
3012,975,-0.54,-0.44
3206,1000,,
3406,975,,
3606,1000,,
3806,1000,,
4012,1000,-0.54,-0.49
4206,975,,
4406,1000,,
4606,1000,,
4806,1000,,
5016,975,-0.54,-0.49
5206,1025,,
5406,1000,,
5606,975,,
5806,1025,,
6012,975,-0.44,-0.54
6206,1000,,
6406,1025,,
6606,975,,
6806,1000,,
