elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,850,,
404,650,,
606,825,,
806,850,,
1012,900,-0.29,0.00
1206,950,,
1406,900,,
1606,975,,
1806,950,,
2019,1025,-0.44,-0.44
2206,975,,
2406,975,,
2606,1000,,
2806,1000,,
3012,1025,-0.59,-0.39
3206,1000,,
3406,975,,
3605,1000,,
3806,1000,,
4012,975,-0.54,-0.39
4206,1025,,
4406,1000,,
4606,975,,
4806,1000,,
5012,1000,-0.44,-0.49
5206,1025,,
5406,1000,,
5606,1025,,
5806,1000,,
6012,1000,-0.59,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
