elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,500,,
404,925,,
611,600,,
806,925,,
1012,750,-0.44,-0.20
1206,975,,
1406,875,,
1606,925,,
1806,975,,
2012,975,-0.54,-0.39
2206,1000,,
2405,975,,
2610,1000,,
2806,975,,
3012,1000,-0.44,-0.44
3206,975,,
3406,975,,
3606,1000,,
3806,1025,,
4012,975,-0.54,-0.39
4206,1000,,
4406,975,,
4606,1000,,
4806,975,,
5012,1000,-0.49,-0.44
5206,975,,
5406,1025,,
5606,975,,
5806,1025,,
6012,1000,-0.39,-0.34
6206,1000,,
6406,1000,,
6606,1000,,
6806,975,,
