elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,0,,
405,775,,
606,825,,
806,800,,
1012,900,-0.44,-0.44
1206,950,,
1406,975,,
1611,975,,
1806,975,,
2012,975,-0.49,-0.49
2206,1000,,
2406,975,,
2606,1000,,
2806,975,,
3012,1000,-0.54,-0.44
3206,1000,,
3406,1000,,
3606,1000,,
3806,975,,
4012,1025,-0.44,-0.44
4206,975,,
4406,1000,,
4606,1000,,
4806,1025,,
5012,1000,-0.49,-0.44
5206,1000,,
5406,1025,,
5606,1000,,
5806,1000,,
6012,1000,-0.54,-0.44
6206,1000,,
6406,1025,,
6612,975,,
6806,1025,,
