p_delta,i_delta,ise,mssd_2s,mssd_full
-0.1,-0.08,3936875,106597.22222222222,28492.647058823528
-0.1,-0.06,3610625,86736.11111111111,23198.529411764706
-0.1,-0.04,4018125,130347.22222222222,35000.0
-0.1,-0.02,3386250,87152.77777777778,23382.352941176472
-0.1,0.0,4396875,196944.44444444444,52573.529411764706
-0.1,0.02,3111875,119583.33333333333,31948.529411764706
-0.1,0.04,12932500,454097.22222222225,139007.35294117648
-0.1,0.06,3557500,137361.11111111112,36709.55882352941
-0.1,0.08,2992500,134513.88888888888,36360.294117647056
