elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
205,0,,
404,175,,
604,1150,,
806,1300,,
1012,1175,-0.49,-0.39
1206,1025,,
1406,975,,
1606,1000,,
1806,1000,,
2012,1000,-0.54,-0.54
2206,1000,,
2406,1000,,
2606,1000,,
2806,1000,,
3020,1000,-0.49,-0.44
3206,975,,
3406,975,,
3606,1025,,
3806,1025,,
4012,1000,-0.59,-0.54
4206,975,,
4406,1025,,
4606,975,,
4806,1025,,
5015,1000,-0.54,-0.49
5206,975,,
5406,1000,,
5606,1000,,
5806,1000,,
6012,1025,-0.49,-0.54
6206,975,,
6406,1000,,
6606,1000,,
6806,1000,,
