elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.00
204,0,,
404,25,,
605,775,,
811,1100,,
1011,1075,-0.15,0.00
1206,1025,,
1406,1025,,
1606,1000,,
1806,1000,,
2012,1025,-0.63,-0.54
2206,1000,,
2406,975,,
2606,1025,,
2806,975,,
3012,1000,-0.49,-0.49
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4011,1000,-0.59,-0.49
4206,1000,,
4406,1000,,
4606,1000,,
4806,975,,
5012,1000,-0.49,-0.44
5206,1000,,
5406,1000,,
5606,975,,
5806,1025,,
6011,975,-0.49,-0.49
6206,1025,,
6406,975,,
6606,1025,,
6806,1000,,
