elapsed_ms,rpm,current_val1,current_val2
9,0,-0.15,0.05
204,0,,
404,0,,
606,50,,
806,950,,
1012,1275,-0.63,-0.39
1205,1225,,
1406,1125,,
1606,1050,,
1814,1000,,
2012,1000,-0.49,-0.54
2205,1000,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.49,-0.54
3206,1000,,
3406,1025,,
3606,1000,,
3806,1000,,
4012,1000,-0.44,-0.44
4206,975,,
4406,1000,,
4606,1000,,
4809,1000,,
5011,1000,-0.44,-0.49
5206,1000,,
5406,1000,,
5606,1000,,
5806,1000,,
6011,1000,-0.44,-0.54
6206,1025,,
6406,1000,,
6606,1000,,
6806,1000,,
