elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,300,,
404,750,,
605,650,,
806,800,,
1012,850,-0.39,-0.44
1206,875,,
1406,925,,
1606,950,,
1806,925,,
2012,975,-0.44,-0.44
2206,975,,
2406,1000,,
2606,975,,
2806,1000,,
3012,975,-0.49,-0.54
3206,1000,,
3406,975,,
3606,1000,,
3806,1000,,
4012,1000,-0.54,-0.49
4206,1000,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,975,-0.44,-0.44
5206,1000,,
5406,975,,
5606,1025,,
5806,1000,,
6012,1000,-0.49,-0.49
6206,1025,,
6406,975,,
6606,1025,,
6806,975,,
