elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,600,,
405,775,,
611,750,,
806,925,,
1012,925,-0.44,-0.49
1206,950,,
1406,925,,
1606,1000,,
1805,975,,
2012,1025,-0.54,-0.49
2206,975,,
2406,1025,,
2606,975,,
2806,1025,,
3014,1000,-0.49,-0.49
3206,1000,,
3406,1000,,
3606,1000,,
3806,950,,
4012,1025,-0.49,-0.54
4206,975,,
4406,1025,,
4606,1000,,
4805,1025,,
5012,950,-0.49,-0.44
5206,1000,,
5406,1000,,
5609,1000,,
5805,975,,
6012,1000,-0.49,-0.54
6205,1025,,
6406,975,,
6606,1025,,
6806,975,,
