elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,400,,
404,725,,
605,700,,
805,800,,
1012,900,-0.39,-0.24
1206,900,,
1406,925,,
1606,975,,
1806,950,,
2012,975,-0.44,-0.39
2206,950,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.49,-0.59
3206,975,,
3406,975,,
3606,1025,,
3806,950,,
4012,1025,-0.59,-0.59
4206,975,,
4406,1025,,
4606,975,,
4806,1025,,
5013,1025,-0.54,-0.44
5206,1000,,
5406,975,,
5606,1000,,
5805,1000,,
6012,1000,-0.59,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
