position_index,direction,hal_ref_bits,hal_ref_state,threshold_pulse,hal_new_bits,hal_new_state,attempts
1,1,"(0, 1, 0)",2,900,"(0, 0, 1)",0,4
2,1,"(0, 0, 1)",0,,"(0, 0, 1)",0,8
