elapsed_ms,rpm,current_val1,current_val2
12,0,0.05,0.00
204,25,,
404,0,,
605,1275,,
806,900,,
1012,1000,0.00,0.00
1206,925,,
1406,1000,,
1605,900,,
1806,1000,,
2012,975,-0.44,-0.63
2206,1025,,
2406,1000,,
2605,1050,,
2806,1000,,
3012,1000,-0.63,-0.54
3206,1000,,
3406,1000,,
3606,1000,,
3806,1050,,
4012,975,-0.59,-0.49
4206,1025,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,1025,-0.49,-0.59
5206,1000,,
5406,1000,,
5612,1025,,
5806,975,,
6012,1025,-0.49,-0.59
6206,975,,
6406,1050,,
6606,1000,,
6806,1025,,
