elapsed_ms,rpm,current_val1,current_val2
9,0,0.05,0.05
204,200,,
404,775,,
605,550,,
806,950,,
1012,750,-0.44,-0.54
1206,1025,,
1406,900,,
1606,1025,,
1806,950,,
2011,1025,-0.49,-0.54
2206,1000,,
2406,975,,
2606,1025,,
2806,1000,,
3012,1000,-0.59,-0.44
3206,1000,,
3406,1000,,
3606,1000,,
3806,975,,
4012,1000,-0.44,-0.59
4206,1000,,
4406,1025,,
4606,975,,
4806,1000,,
5012,975,-0.49,-0.49
5206,1000,,
5406,1000,,
5606,1025,,
5806,1025,,
6012,1000,-0.54,-0.59
6209,975,,
6406,1000,,
6606,1025,,
6806,1000,,
