elapsed_ms,rpm,current_val1,current_val2
9,0,0.05,0.00
204,0,,
404,875,,
605,725,,
805,850,,
1012,900,-0.44,-0.34
1206,925,,
1406,925,,
1606,1000,,
1805,975,,
2012,975,-0.49,-0.49
2206,1000,,
2406,1025,,
2606,975,,
2805,1000,,
3012,1025,-0.49,-0.54
3206,1000,,
3406,1000,,
3606,1000,,
3805,1000,,
4012,1025,-0.49,-0.49
4206,1000,,
4406,1025,,
4606,1000,,
4805,975,,
5012,1025,-0.49,-0.49
5206,975,,
5406,1000,,
5606,1025,,
5806,975,,
6012,1000,-0.49,-0.59
6206,1000,,
6406,1000,,
6606,1025,,
6806,1000,,
