elapsed_ms,rpm,current_val1,current_val2
10,0,0.05,0.05
204,0,,
405,750,,
606,775,,
806,800,,
1012,950,-0.49,-0.49
1206,950,,
1406,1000,,
1606,1000,,
1806,975,,
2012,1000,-0.44,-0.54
2206,975,,
2406,1025,,
2606,975,,
2806,1000,,
3012,1025,-0.54,-0.49
3206,1000,,
3406,975,,
3606,1025,,
3806,950,,
4016,1025,-0.49,-0.49
4206,975,,
4406,1000,,
4606,1000,,
4806,1025,,
5012,975,-0.49,-0.49
5206,1000,,
5406,1025,,
5606,1000,,
5806,1000,,
6012,975,-0.54,-0.49
6206,1050,,
6406,975,,
6606,1000,,
6806,975,,
