elapsed_ms,rpm,current_val1,current_val2
14,0,0.05,0.05
204,375,,
405,725,,
606,650,,
806,900,,
1013,850,-0.34,-0.44
1206,925,,
1406,950,,
1606,950,,
1806,975,,
2012,975,-0.54,-0.54
2206,1025,,
2406,1000,,
2606,975,,
2806,1000,,
3012,1000,-0.39,-0.54
3206,950,,
3406,1050,,
3606,950,,
3810,950,,
4012,1000,-0.54,-0.54
4206,975,,
4406,1050,,
4606,975,,
4806,1000,,
5012,975,-0.49,-0.54
5206,1025,,
5406,1025,,
5606,975,,
5806,1025,,
6012,1000,-0.44,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,975,,
