elapsed_ms,rpm,current_val1,current_val2
10,0,0.05,0.05
204,425,,
404,675,,
605,625,,
806,875,,
1012,850,-0.20,-0.15
1206,950,,
1406,900,,
1606,1000,,
1806,925,,
2013,1025,-0.49,-0.49
2206,975,,
2406,1025,,
2606,950,,
2806,1000,,
3012,1000,-0.39,-0.59
3210,975,,
3406,1000,,
3606,975,,
3806,1025,,
4012,1000,-0.49,-0.54
4206,1025,,
4406,1000,,
4606,1025,,
4806,975,,
5012,1000,-0.49,-0.59
5206,1000,,
5406,1000,,
5606,1025,,
5806,1000,,
6012,975,-0.44,-0.54
6208,1025,,
6406,1000,,
6606,950,,
6806,1025,,
