elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,25,,
404,800,,
605,775,,
806,800,,
1012,925,-0.39,-0.15
1206,950,,
1406,925,,
1606,975,,
1806,975,,
2012,1000,-0.44,-0.44
2206,975,,
2410,1000,,
2606,975,,
2806,1000,,
3011,1000,-0.54,-0.44
3206,1000,,
3406,1000,,
3606,975,,
3806,1025,,
4012,1000,-0.54,-0.49
4206,1000,,
4406,1000,,
4606,1025,,
4806,1000,,
5011,1000,-0.49,-0.39
5206,1000,,
5406,1000,,
5606,975,,
5806,1000,,
6011,1025,-0.49,-0.44
6206,1000,,
6406,1025,,
6605,975,,
6806,1025,,
