elapsed_ms,rpm,current_val1,current_val2
9,0,0.05,0.00
204,400,,
404,675,,
605,750,,
805,900,,
1013,875,-0.10,-0.20
1206,900,,
1406,975,,
1606,975,,
1806,950,,
2012,975,-0.54,-0.59
2206,975,,
2406,1000,,
2606,975,,
2806,1000,,
3012,1000,-0.44,-0.44
3206,1000,,
3406,1000,,
3606,975,,
3806,1025,,
4012,975,-0.39,-0.54
4206,1000,,
4406,975,,
4606,1000,,
4806,1000,,
5012,1000,-0.54,-0.44
5206,1000,,
5406,1000,,
5606,1000,,
5806,1000,,
6012,1000,-0.54,-0.54
6206,1025,,
6406,975,,
6606,975,,
6806,1000,,
