elapsed_ms,rpm,current_val1,current_val2
12,0,0.05,0.00
204,425,,
404,700,,
605,700,,
806,900,,
1012,850,-0.39,-0.34
1206,975,,
1406,950,,
1606,950,,
1806,950,,
2012,1000,-0.54,-0.54
2206,975,,
2406,950,,
2606,1025,,
2812,975,,
3012,1025,-0.54,-0.54
3206,975,,
3406,1050,,
3606,950,,
3806,1050,,
4012,975,-0.49,-0.54
4206,1025,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,1000,-0.49,-0.59
5206,1000,,
5406,1000,,
5606,975,,
5806,1025,,
6012,1000,-0.54,-0.49
6206,1025,,
6406,1025,,
6606,1000,,
6866,1025,,
