elapsed_ms,rpm,current_val1,current_val2
12,0,0.05,0.00
204,0,,
405,500,,
606,1100,,
806,925,,
1012,975,-0.44,-0.34
1206,1000,,
1406,1000,,
1606,1025,,
1806,975,,
2012,1025,-0.49,-0.54
2206,1000,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.39,-0.39
3205,1000,,
3406,1025,,
3606,1000,,
3806,1025,,
4012,1000,-0.49,-0.54
4206,1000,,
4406,1000,,
4606,1025,,
4806,950,,
5012,1050,-0.54,-0.59
5206,975,,
5406,1025,,
5606,975,,
5806,1025,,
6012,975,-0.39,-0.39
6205,975,,
6406,1000,,
6606,975,,
6806,1000,,
