elapsed_ms,rpm,current_val1,current_val2
12,0,0.05,0.05
204,475,,
405,800,,
606,700,,
806,900,,
1012,900,-0.15,-0.05
1211,925,,
1406,950,,
1606,975,,
1806,975,,
2012,1000,-0.49,-0.54
2206,950,,
2406,1025,,
2606,975,,
2806,1000,,
3012,975,-0.49,-0.49
3206,1025,,
3406,975,,
3606,1025,,
3806,1000,,
4012,1000,-0.49,-0.44
4206,1025,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,1000,-0.59,-0.44
5206,1000,,
5406,975,,
5606,1000,,
5806,1000,,
6012,1000,-0.44,-0.49
6209,1000,,
6406,1025,,
6606,1000,,
6806,975,,
