elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,0,,
606,775,,
806,1300,,
1012,1275,-0.15,0.00
1206,1100,,
1406,1000,,
1606,975,,
1806,1000,,
2012,1000,-0.68,-0.54
2206,1025,,
2406,1000,,
2606,1000,,
2806,975,,
3012,1000,-0.49,-0.49
3206,975,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.54,-0.49
4206,1025,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,1000,-0.49,-0.49
5206,975,,
5406,1000,,
5606,1000,,
5806,975,,
6012,1000,-0.49,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
