elapsed_ms,rpm,current_val1,current_val2
10,0,-0.15,0.05
204,250,,
405,875,,
606,725,,
806,900,,
1012,950,-0.49,-0.54
1205,900,,
1406,1000,,
1606,950,,
1806,1025,,
2011,975,-0.49,-0.49
2205,1000,,
2406,1000,,
2606,1000,,
2806,975,,
3011,1000,-0.59,-0.39
3205,975,,
3405,1025,,
3605,975,,
3806,1025,,
4011,1000,-0.44,-0.49
4205,975,,
4406,1000,,
4606,1000,,
4805,1000,,
5012,975,-0.49,-0.44
5206,1000,,
5406,1025,,
5606,1000,,
5806,1025,,
6012,975,-0.49,-0.44
6206,1000,,
6406,975,,
6606,1000,,
6806,1000,,
