elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,0,,
404,325,,
606,900,,
806,825,,
1012,900,-0.44,-0.20
1206,950,,
1406,925,,
1606,975,,
1806,975,,
2012,1000,-0.44,-0.49
2206,975,,
2409,1000,,
2606,975,,
2806,1000,,
3012,975,-0.59,-0.39
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.49,-0.39
4205,1000,,
4406,1000,,
4605,1000,,
4806,1000,,
5011,1000,-0.54,-0.59
5206,1025,,
5406,1000,,
5606,1025,,
5806,975,,
6012,1025,-0.49,-0.44
6206,1000,,
6406,1025,,
6606,975,,
6806,1000,,
