elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,0,,
404,250,,
605,1025,,
806,850,,
1012,925,-0.20,-0.10
1206,975,,
1406,975,,
1606,975,,
1806,1000,,
2012,1000,-0.59,-0.39
2206,975,,
2406,1000,,
2606,1000,,
2806,975,,
3012,1000,-0.49,-0.49
3206,1025,,
3407,975,,
3606,1000,,
3806,1000,,
4012,1000,-0.49,-0.59
4206,1000,,
4406,1000,,
4606,1000,,
4806,1000,,
5011,1000,-0.49,-0.34
5206,1000,,
5406,1025,,
5605,975,,
5806,1025,,
6012,975,-0.49,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
