elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
208,0,,
404,0,,
604,850,,
806,1200,,
1012,1050,-0.15,-0.10
1206,975,,
1406,1000,,
1606,1000,,
1806,1000,,
2012,1000,-0.59,-0.44
2205,1000,,
2405,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.44,-0.54
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1025,-0.54,-0.44
4206,950,,
4406,975,,
4606,1000,,
4806,1025,,
5012,975,-0.54,-0.44
5209,1000,,
5406,1000,,
5606,1000,,
5806,1000,,
6012,975,-0.49,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
