p_delta,i_delta,ise,mssd_2s,mssd_full
-0.06,-0.08,3326250,74166.66666666667,20000.0
-0.06,-0.06,3204375,68194.44444444444,18584.558823529413
-0.06,-0.04,3071250,97083.33333333333,26066.176470588234
-0.06,-0.02,2701250,85069.44444444444,23272.058823529413
-0.06,0.0,2313750,66458.33333333333,17738.970588235294
-0.06,0.02,2601875,93611.11111111111,25202.20588235294
-0.06,0.04,2568125,91111.11111111111,24264.70588235294
-0.06,0.06,2025625,48125.0,12977.941176470587
-0.06,0.08,2880000,136319.44444444444,36507.35294117647
