elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,175,,
605,1025,,
806,1100,,
1012,1025,-0.24,-0.15
1206,1000,,
1406,1000,,
1605,1000,,
1806,975,,
2012,1000,-0.63,-0.49
2206,1000,,
2406,1000,,
2606,1000,,
2806,975,,
3012,1000,-0.49,-0.49
3206,975,,
3406,1000,,
3605,1000,,
3806,1000,,
4012,1025,-0.49,-0.49
4206,950,,
4406,1025,,
4605,975,,
4806,1000,,
5012,1025,-0.49,-0.39
5206,1000,,
5406,1025,,
5605,1000,,
5806,1000,,
6011,1025,-0.49,-0.39
6205,1000,,
6405,975,,
6605,1025,,
6806,1000,,
