elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,75,,
404,600,,
605,975,,
806,1025,,
1012,950,-0.24,-0.10
1206,1000,,
1406,1000,,
1606,1000,,
1806,975,,
2012,975,-0.63,-0.44
2206,975,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.44,-0.44
3206,1000,,
3406,1000,,
3606,1025,,
3806,1000,,
4011,1000,-0.49,-0.44
4206,975,,
4406,975,,
4606,1025,,
4805,1025,,
5012,1000,-0.44,-0.49
5206,1000,,
5406,1000,,
5606,1000,,
5805,1000,,
6012,1025,-0.54,-0.49
6206,1000,,
6406,1000,,
6606,975,,
6810,1000,,
