elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,0,,
605,125,,
805,925,,
1012,1200,-0.15,0.10
1206,1150,,
1406,1075,,
1606,1025,,
1806,975,,
2012,1000,-0.49,-0.49
2206,975,,
2406,1000,,
2606,1000,,
2805,975,,
3011,1000,-0.49,-0.39
3206,1000,,
3406,1000,,
3606,1000,,
3805,1000,,
4012,1025,-0.54,-0.49
4206,1000,,
4406,1000,,
4606,1000,,
4805,1000,,
5012,975,-0.49,-0.39
5206,1000,,
5406,1000,,
5606,975,,
5806,1000,,
6012,1000,-0.44,-0.44
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
