elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,0,,
605,25,,
806,1025,,
1012,1375,-0.29,-0.29
1206,1300,,
1406,1100,,
1606,1025,,
1805,975,,
2012,1000,-0.54,-0.44
2206,1000,,
2406,1000,,
2606,1000,,
2806,1025,,
3012,1000,-0.49,-0.49
3206,1000,,
3406,1000,,
3606,1000,,
3809,1025,,
4012,1000,-0.49,-0.54
4206,1000,,
4406,1000,,
4606,1000,,
4806,975,,
5011,1000,-0.49,-0.44
5206,1025,,
5406,1000,,
5606,1000,,
5808,1025,,
6012,1000,-0.44,-0.39
6206,1000,,
6405,975,,
6606,1025,,
6806,1000,,
