p_delta,i_delta,ise,mssd_2s,mssd_full
0.0,-0.08,2929375,127013.88888888889,34154.41176470588
0.0,-0.06,2255625,51388.88888888889,14375.0
0.0,-0.04,2263125,53055.555555555555,15073.529411764706
0.0,-0.02,2001250,40625.0,11580.882352941177
0.0,0.0,2133125,56805.555555555555,15533.088235294117
0.0,0.02,3777500,204722.22222222222,54485.294117647056
0.0,0.04,2120625,76944.44444444444,21176.470588235294
0.0,0.06,1933125,108055.55555555556,29099.264705882353
0.0,0.08,1769375,51458.333333333336,14172.79411764706
