elapsed_ms,rpm,current_val1,current_val2
12,0,-0.10,0.05
204,50,,
404,1025,,
605,900,,
806,900,,
1012,950,-0.44,-0.34
1206,975,,
1406,1000,,
1606,1000,,
1806,1000,,
2012,1000,-0.49,-0.49
2206,1025,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.49,-0.54
3206,1000,,
3406,1000,,
3606,1000,,
3806,1025,,
4012,1000,-0.49,-0.49
4206,1000,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,1025,-0.54,-0.39
5206,1000,,
5405,1000,,
5606,1000,,
5806,1000,,
6012,975,-0.49,-0.54
6206,1025,,
6406,950,,
6606,1000,,
6806,975,,
