elapsed_ms,rpm,current_val1,current_val2
12,0,-0.10,0.05
204,25,,
404,725,,
605,775,,
806,800,,
1012,925,-0.15,-0.05
1206,950,,
1414,975,,
1606,975,,
1806,1000,,
2012,1000,-0.59,-0.54
2206,1000,,
2406,975,,
2606,1000,,
2806,1000,,
3012,1000,-0.59,-0.49
3206,975,,
3409,975,,
3606,1025,,
3806,1000,,
4012,1000,-0.44,-0.49
4206,1025,,
4406,1000,,
4606,975,,
4806,1000,,
5012,1000,-0.49,-0.59
5206,1000,,
5406,1000,,
5606,975,,
5806,1000,,
6012,1000,-0.49,-0.49
6206,975,,
6406,1025,,
6606,975,,
6806,1025,,
