elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,0,,
605,300,,
806,1525,,
1011,1025,-0.29,-0.10
1205,1050,,
1406,1050,,
1605,1025,,
1806,1000,,
2012,1025,-0.88,-0.88
2206,1025,,
2406,1025,,
2605,975,,
2806,1000,,
3011,1000,-0.44,-0.49
3206,1025,,
3406,1000,,
3605,1000,,
3806,1025,,
4012,1000,-0.49,-0.54
4206,1000,,
4405,975,,
4605,1000,,
4805,1000,,
5012,975,-0.49,-0.44
5206,1000,,
5406,1025,,
5606,1000,,
5806,1000,,
6012,1000,-0.54,-0.39
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
