elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
404,825,,
604,800,,
806,850,,
1012,900,-0.29,-0.24
1206,950,,
1406,925,,
1606,975,,
1806,1000,,
2012,975,-0.59,-0.49
2205,1025,,
2406,1000,,
2606,975,,
2806,1000,,
3012,1000,-0.54,-0.44
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.54,-0.54
4206,1000,,
4406,1000,,
4606,1000,,
4806,1000,,
5011,1050,-0.59,-0.49
5206,950,,
5406,1025,,
5606,1000,,
5806,1025,,
6012,975,-0.49,-0.44
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
