elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,300,,
404,825,,
605,600,,
806,850,,
1012,850,-0.20,0.00
1206,850,,
1406,925,,
1606,950,,
1806,975,,
2012,975,-0.49,-0.34
2206,975,,
2406,975,,
2606,975,,
2806,1025,,
3012,975,-0.44,-0.44
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.49,-0.54
4206,1000,,
4406,1025,,
4605,1000,,
4806,1025,,
5012,1000,-0.49,-0.44
5206,1000,,
5406,975,,
5606,1000,,
5806,1025,,
6012,1000,-0.49,-0.44
6206,1000,,
6406,1025,,
6605,1000,,
6806,1000,,
