elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,675,,
404,775,,
605,700,,
806,925,,
1012,850,-0.44,-0.39
1206,925,,
1405,950,,
1606,950,,
1806,975,,
2012,1000,-0.49,-0.49
2206,1000,,
2405,975,,
2606,1000,,
2806,1000,,
3012,1000,-0.54,-0.59
3206,1000,,
3406,975,,
3606,1025,,
3806,1000,,
4012,975,-0.39,-0.44
4206,1000,,
4407,975,,
4606,1025,,
4806,950,,
5012,1050,-0.49,-0.44
5206,950,,
5406,1025,,
5606,1000,,
5806,1000,,
6012,1000,-0.49,-0.44
6206,975,,
6406,1050,,
6606,975,,
6806,1025,,
