p_delta,i_delta,ise,mssd_2s,mssd_full
0.06,-0.08,1713125,52083.333333333336,14779.411764705883
0.06,-0.06,1734375,53611.11111111111,14705.882352941177
0.06,-0.04,1723125,68611.11111111111,18529.41176470588
0.06,-0.02,1763750,53958.333333333336,14632.35294117647
0.06,0.0,3306875,325416.6666666667,87224.26470588235
0.06,0.02,1328125,61458.333333333336,18161.764705882353
0.06,0.04,1301875,59375.0,17371.323529411766
0.06,0.06,1446875,52083.333333333336,15275.735294117647
0.06,0.08,1315000,57291.666666666664,15735.29411764706
