elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,0,,
405,25,,
606,1550,,
806,800,,
1012,975,-0.54,-0.39
1206,1000,,
1406,975,,
1606,1025,,
1806,950,,
2011,1025,-0.54,-0.59
2206,975,,
2406,1025,,
2606,975,,
2806,1025,,
3012,975,-0.44,-0.49
3206,1025,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.49,-0.44
4206,1000,,
4406,1025,,
4606,1000,,
4806,1000,,
5011,975,-0.44,-0.49
5206,1025,,
5406,975,,
5605,1025,,
5806,975,,
6012,1025,-0.49,-0.39
6206,1000,,
6406,1000,,
6606,1000,,
6806,1025,,
