elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,475,,
404,750,,
605,625,,
806,875,,
1012,850,-0.44,-0.49
1206,925,,
1406,925,,
1606,925,,
1805,950,,
2012,975,-0.49,-0.49
2206,975,,
2406,1000,,
2606,975,,
2811,1000,,
3012,950,-0.44,-0.44
3206,1000,,
3406,1000,,
3606,1000,,
3806,1025,,
4012,1000,-0.54,-0.44
4206,975,,
4406,1050,,
4606,975,,
4806,1025,,
5012,1000,-0.49,-0.44
5206,1025,,
5406,1000,,
5606,1025,,
5809,975,,
6012,1000,-0.54,-0.44
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
