elapsed_ms,rpm,current_val1,current_val2
13,0,-0.10,0.05
204,350,,
404,775,,
605,650,,
806,875,,
1012,875,-0.24,-0.10
1206,925,,
1406,950,,
1606,950,,
1806,975,,
2012,1000,-0.54,-0.44
2205,1000,,
2406,1025,,
2606,975,,
2806,1000,,
3012,1000,-0.54,-0.54
3209,1025,,
3406,975,,
3606,1025,,
3806,975,,
4012,1025,-0.59,-0.44
4206,1000,,
4406,1000,,
4606,1025,,
4806,950,,
5011,1025,-0.54,-0.49
5206,975,,
5406,1050,,
5606,950,,
5806,1025,,
6011,975,-0.49,-0.49
6206,975,,
6406,1000,,
6606,1025,,
6806,975,,
