elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,300,,
405,800,,
610,575,,
805,850,,
1012,850,-0.44,-0.29
1206,900,,
1406,925,,
1606,950,,
1805,975,,
2011,975,-0.54,-0.54
2206,975,,
2406,1000,,
2606,975,,
2805,975,,
3011,1025,-0.49,-0.54
3206,975,,
3406,1025,,
3605,975,,
3805,1025,,
4012,975,-0.49,-0.34
4206,1025,,
4406,1000,,
4606,975,,
4806,1000,,
5012,1000,-0.54,-0.49
5206,1000,,
5406,1000,,
5608,975,,
5806,1025,,
6012,1000,-0.49,-0.49
6206,1000,,
6406,975,,
6606,1025,,
6805,1000,,
