elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,450,,
408,750,,
605,625,,
806,850,,
1011,850,-0.34,-0.24
1206,875,,
1406,925,,
1605,950,,
1806,950,,
2011,950,-0.49,-0.49
2205,975,,
2406,975,,
2605,975,,
2806,1000,,
3012,975,-0.49,-0.49
3206,1000,,
3406,975,,
3605,1000,,
3805,1000,,
4011,1000,-0.49,-0.49
4206,1000,,
4406,1025,,
4605,975,,
4806,1025,,
5012,1000,-0.49,-0.49
5206,1000,,
5409,1000,,
5606,1000,,
5806,975,,
6012,1000,-0.49,-0.49
6206,1025,,
6406,1000,,
6605,1000,,
6806,1000,,
