elapsed_ms,rpm,current_val1,current_val2
11,0,-0.10,0.05
204,650,,
404,750,,
605,700,,
806,825,,
1012,925,-0.34,-0.29
1206,900,,
1406,1000,,
1606,950,,
1806,1000,,
2012,950,-0.44,-0.49
2206,1025,,
2406,950,,
2606,1025,,
2806,975,,
3012,1050,-0.49,-0.44
3206,950,,
3406,1025,,
3606,1000,,
3806,1000,,
4012,975,-0.54,-0.44
4206,1025,,
4406,975,,
4606,1025,,
4806,1000,,
5012,975,-0.54,-0.49
5206,1050,,
5406,975,,
5606,1025,,
5806,1000,,
6012,1000,-0.54,-0.49
6206,1000,,
6406,1025,,
6606,975,,
6806,1025,,
