elapsed_ms,rpm,current_val1,current_val2
9,0,-0.15,0.05
204,50,,
405,900,,
606,950,,
806,775,,
1012,925,-0.54,-0.44
1205,925,,
1406,950,,
1606,975,,
1806,975,,
2012,1000,-0.54,-0.59
2206,975,,
2406,1000,,
2606,975,,
2806,1000,,
3012,1000,-0.49,-0.49
3206,1025,,
3406,1000,,
3606,1050,,
3806,975,,
4012,1000,-0.59,-0.54
4206,1000,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,1000,-0.44,-0.49
5206,975,,
5406,1050,,
5606,1000,,
5806,1025,,
6012,1025,-0.54,-0.59
6206,975,,
6406,1025,,
6606,975,,
6806,1025,,
