elapsed_ms,rpm,current_val1,current_val2
12,0,-0.10,0.05
204,750,,
404,700,,
605,700,,
806,900,,
1012,825,-0.20,-0.15
1206,925,,
1406,925,,
1606,925,,
1806,1000,,
2011,925,-0.49,-0.39
2206,975,,
2406,975,,
2606,975,,
2806,975,,
3012,1000,-0.59,-0.49
3206,1025,,
3406,975,,
3606,1025,,
3806,1000,,
4012,1000,-0.59,-0.49
4206,975,,
4406,1000,,
4606,1000,,
4806,1025,,
5012,950,-0.59,-0.39
5206,1050,,
5406,975,,
5606,1025,,
5806,950,,
6012,1050,-0.44,-0.54
6206,950,,
6406,1000,,
6606,1000,,
6806,1000,,
