elapsed_ms,rpm,current_val1,current_val2
12,0,-0.15,0.05
204,75,,
405,850,,
606,800,,
806,825,,
1012,950,-0.44,-0.34
1206,950,,
1406,950,,
1607,975,,
1806,1000,,
2012,975,-0.63,-0.49
2206,1000,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.54,-0.54
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1025,-0.54,-0.54
4206,1000,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,1000,-0.44,-0.44
5206,1000,,
5406,1000,,
5606,1025,,
5806,1000,,
6012,1000,-0.49,-0.63
6206,1025,,
6406,1000,,
6607,1000,,
6806,1025,,
