elapsed_ms,rpm,current_val1,current_val2
11,0,-0.10,0.05
204,0,,
404,0,,
606,150,,
806,1125,,
1012,1350,-0.44,-0.24
1205,1250,,
1406,1100,,
1606,975,,
1806,975,,
2012,975,-0.54,-0.49
2206,1000,,
2406,975,,
2606,1000,,
2806,1000,,
3012,1000,-0.54,-0.44
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.54,-0.44
4206,1000,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,1000,-0.44,-0.44
5206,1000,,
5406,1000,,
5606,1000,,
5806,1000,,
6012,1000,-0.44,-0.44
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
